source_id,source_name,relation,target_id,target_name,note,relation_type
348,hard leather boots,part_of_set,1201,hard leather set,Boots matching the hard leather armor.,attribute
349,sorcerer hat,used_by,1104,vinheim sorcerers,Represents academic tradition of Vinheim.,affiliation
350,sorcerer cloak,used_by,1104,vinheim sorcerers,Formal cloak of Dragon School sorcerers.,affiliation
351,sorcerer gauntlets,used_by,1104,vinheim sorcerers,Reflects academic pride of sorcerers.,affiliation
352,sorcerer boots,used_by,1104,vinheim sorcerers,Footwear denoting academic discipline.,affiliation
353,tattered cloth hood,used_by,1137,great swamp pyromancers,Provides natural resistance and identity.,affiliation
354,tattered cloth robe,used_by,1137,great swamp pyromancers,Protects against harsh environments.,affiliation
355,tattered cloth manchette,resists,1322,poison,Enhances elemental resistances.,combat_effect
355,tattered cloth manchette,resists,824,fire,Enhances elemental resistances.,combat_effect
356,heavy boots,used_by,1137,great swamp pyromancers,Worn for surviving difficult terrain.,affiliation
357,pharis's hat,belongs_to,870,pharis,Heroic hat of legendary archer.,ownership
358,leather armor,part_of_set,1274,leather set,Common lightweight armor.,attribute
359,leather gloves,part_of_set,1274,leather set,Part of soft leather defense gear.,attribute
360,leather boots,part_of_set,1274,leather set,Light footwear matching leather armor.,attribute
361,painting guardian hood,used_by,834,painting guardians,Worn by the guardians of Ariamis.,affiliation
362,painting guardian robe,used_by,834,painting guardians,Passed through generations of guardians.,affiliation
363,painting guardian gloves,used_by,834,painting guardians,Part of the guardian attire.,affiliation
364,painting guardian waistcloth,used_by,834,painting guardians,Magical protective garment.,affiliation
365,ornstein's helm,belongs_to,66,dragonslayer ornstein,Helm of the legendary knight.,ownership
366,ornstein's armor,belongs_to,66,dragonslayer ornstein,Main armor piece offering lightning resistance.,ownership
367,ornstein's gauntlets,belongs_to,66,dragonslayer ornstein,Lightning-protective gloves of Ornstein.,ownership
368,ornstein's leggings,belongs_to,66,dragonslayer ornstein,Lightning-resistant lower armor.,ownership
369,eastern helm,originates_from,836,eastern lands,Defensive helm from a distant land.,origin
370,eastern armor,part_of_set,1234,eastern,Armor from the Eastern lands with slashing resistance.,attribute
371,eastern gauntlets,part_of_set,1234,eastern,Well-crafted gauntlets offering good slash resistance.,attribute
372,eastern leggings,part_of_set,1234,eastern,Leggings from the East with slash protection.,attribute
373,xanthous crown,belongs_to,46,xanthous king jeremiah,Oversized crown linked to the exiled king.,ownership
374,xanthous overcoat,belongs_to,46,xanthous king jeremiah,Bright coat worn by the eccentric exiled king.,ownership
375,xanthous gloves,belongs_to,46,xanthous king jeremiah,Yellow gloves from the Xanthous legend.,ownership
376,xanthous waistcloth,belongs_to,46,xanthous king jeremiah,Tattered waistcloth symbolic of his exile.,ownership
377,thief mask,used_by,799,thieves,Worn to conceal identity during stealth.,affiliation
378,black leather armor,has_trait,1386,stealth,Smooth armor for silent operations.,attribute
379,black leather gloves,has_trait,1386,stealth,Gloves crafted for silent movements.,attribute
380,black leather boots,has_trait,1386,stealth,Boots designed for quiet steps.,attribute
381,priest's hat,used_by,897,way of white priests,Headwear for clerics from Thorolund.,affiliation
382,holy robe,used_by,1370,way of white clerics,Plain robe for spiritual service.,affiliation
407,traveling gloves,used_by,850,clerics,"Practical gloves, once used by Logan.",affiliation
407,traveling gloves,used_by,1273,scholars,"Practical gloves, once used by Logan.",affiliation
384,holy trousers,used_by,1370,way of white clerics,Durable cleric trousers.,affiliation
385,black knight helm,belongs_to,833,black knights,Helmet scorched by the First Flame.,ownership
386,black knight armor,belongs_to,833,black knights,Worn by the spectral warriors of Lord Gwyn.,ownership
387,black knight gauntlets,belongs_to,833,black knights,Gauntlets scorched by the Flame.,ownership
388,black knight leggings,belongs_to,833,black knights,Leg armor of Gwyn’s undead knights.,ownership
389,crown of dusk,belongs_to,40,dusk,Enhances magic but reduces defense.,attribute
390,antiquated dress,originates_from,869,oolacile,Enchanted garment from ancient times.,origin
391,antiquated gloves,originates_from,869,oolacile,Ancient gloves of no combat use.,origin
392,antiquated skirt,originates_from,869,oolacile,Skirt imbued with old magic.,origin
393,witch hat,belongs_to,42,beatrice,Worn by the rogue witch who braved the Abyss.,ownership
394,witch cloak,belongs_to,42,beatrice,Cloak of a witch unaffiliated with formal schools.,ownership
395,witch gloves,used_by,42,beatrice,"Gloves of Beatrice, an unconventional magic user.",ownership
396,witch skirt,used_by,42,beatrice,"Skirt of Beatrice, the rogue Abyss-explorer.",ownership
397,elite knight helm,belongs_to,1089,astora knight,Helm of an elite Astora knight who perished and went Hollow.,ownership
398,elite knight armor,belongs_to,1089,astora knight,Armor of a knight of Astora. Features fire-warding symbol.,ownership
399,elite knight gauntlets,belongs_to,1089,astora knight,Gauntlets of a knight who died during his Undead mission.,ownership
400,elite knight leggings,belongs_to,1089,astora knight,Leggings of a knight of Astora who went Hollow.,ownership
401,wanderer hood,belongs_to,1438,wanderer,Hood of a leather-clad aimless traveler.,ownership
402,wanderer coat,belongs_to,1438,wanderer,Leather coat of a traveler. Offers moderate protection.,ownership
403,wanderer manchette,belongs_to,1438,wanderer,Leather manchettes for long journeys.,ownership
404,wanderer boots,belongs_to,1438,wanderer,Traveler’s boots for long-distance trekking.,ownership
405,big hat,belongs_to,774,big hat logan,"Hat worn by Logan, the antisocial great sorcerer.",ownership
406,sage robe,belongs_to,774,big hat logan,Logan’s worn robe from his days at Dragon School.,ownership
407,traveling gloves,belongs_to,774,big hat logan,Ordinary gloves used by Logan.,ownership
408,traveling boots,belongs_to,774,big hat logan,Common traveling boots worn by Logan.,ownership
409,knight helm,belongs_to,1019,undead knight,Basic helm with grooved reinforcement.,ownership
410,knight armor,belongs_to,1019,undead knight,Simple armor with grooved structure.,ownership
411,knight gauntlets,belongs_to,1019,undead knight,Grooved gauntlets offering extra protection.,ownership
412,knight leggings,belongs_to,1019,undead knight,Basic knight leggings with grooved texture.,ownership
413,dingy hood,belongs_to,898,fire keeper,Charred white hood worn by Firelink Shrine’s Fire Keeper.,ownership
414,dingy robe,belongs_to,898,fire keeper,"Formerly white robe of Firelink Fire Keeper, now blackened.",ownership
415,dingy gloves,belongs_to,898,fire keeper,Darkened gloves worn by Fire Keeper.,ownership
416,blood-stained skirt,belongs_to,898,fire keeper,"Possibly maimed Fire Keeper’s skirt, stained with blood.",ownership
417,maiden hood,used_by,899,traveling maidens,Soft white formal hood worn by traveling maidens.,affiliation
418,maiden robe,used_by,899,traveling maidens,"Formal white robe, not battle-suited.",affiliation
419,maiden gloves,used_by,899,traveling maidens,Soft ceremonial gloves worn by maidens.,affiliation
420,maiden skirt,part_of_set,1047,maiden,White skirt as part of ceremonial attire.,attribute
421,silver knight helm,part_of_set,812,silver knight,Helm worn by the knights who remained in Anor Londo.,affiliation
422,silver knight armor,belongs_to,812,silver knights,Armor of knights who served Gwyn’s goddess.,ownership
423,silver knight gauntlets,part_of_set,812,silver knight,Gauntlets of the Anor Londo’s Silver Knights.,attribute
424,silver knight leggings,part_of_set,812,silver knight,Leggings of Silver Knights who remained after Gwyn left.,attribute
425,havel's helm,belongs_to,1278,havel's warriors,Heavy helm worn by the warriors of Havel.,ownership
426,havel's armor,belongs_to,1278,havel's warriors,Massive stone armor worn by Havel’s men.,ownership
427,havel's gauntlets,part_of_set,852,havel,Stone gauntlets for unmatched defense.,attribute
428,havel's leggings,part_of_set,852,havel,Stone leggings worn by the unyielding Havel’s warriors.,attribute
429,brass helm,belongs_to,761,darkmoon knightess,Helm concealing the identity of the Darkmoon Knightess.,ownership
430,brass armor,grants,1017,darkmoon authority,Grants concealment and power to hunt the guilty.,narrative_reference
431,brass gauntlets,used_by,761,darkmoon knightess,Symbolic of her duty as Fire Keeper of Anor Londo.,affiliation
432,brass leggings,represents,1334,divine purpose,Leggings that embody secrecy and divine role.,narrative_reference
433,gold-hemmed black hood,belongs_to,782,quelana of izalith,Provides high resistance to fire and poison.,ownership
434,gold-hemmed black cloak,represents,1048,fire and chaos heritage,"Worn by Quelana, reinforces her origin.",narrative_reference
435,gold-hemmed black gloves,belongs_to,782,quelana of izalith,Part of her ancient garb before the Age of Fire.,ownership
436,gold-hemmed black skirt,has_resistance_to,824,fire,High resistance to fire and poison.,attribute
436,gold-hemmed black skirt,has_resistance_to,1322,poison,High resistance to fire and poison.,attribute
437,golem helm,penalizes,1126,stamina recovery,Extremely heavy helm that reduces stamina recovery.,combat_effect
438,golem armor,provides,1125,extreme protection,Torso armor that greatly increases defense.,combat_effect
439,golem gauntlets,increases,1365,weight load,Heavy gauntlets that increase endurance requirements.,attribute
440,golem leggings,part_of_set,53,iron golem,Lower armor suitable for high endurance builds.,attribute
441,hollow soldier helm,used_by,1055,hollow soldiers,Basic iron helm offering minimal protection.,affiliation
442,hollow soldier armor,used_by,1055,hollow soldiers,Worn armor used by Hollow soldiers.,affiliation
443,hollow soldier waistcloth,used_by,1055,hollow soldiers,Barely functional piece used by Hollow footmen.,affiliation
444,steel helm,used_by,832,berenike knights,Heavy and sturdy helm worn by Berenike Knights.,affiliation
445,steel armor,part_of_set,1264,steel,"Armor worn by Berenike Knights, matches rest of the heavy set.",attribute
446,steel gauntlets,part_of_set,1264,steel,Gauntlets from the Berenike Knights' heavy steel set.,attribute
447,steel leggings,part_of_set,1264,steel,"Legwear used by Berenike Knights, designed for high durability.",attribute
448,hollow thief's hood,used_by,902,hollow thieves,Stealth-optimized hood used by undead thieves.,affiliation
449,hollow thief's leather armor,has_trait,1410,evasion and silence,Light armor meant for evading attacks and stealth movement.,attribute
450,hollow thief's tights,has_trait,1386,stealth,Soft leggings worn by thieves for silent steps.,attribute
451,balder helm,originates_from,806,balder,Heavy helm from the fallen kingdom of Balder.,origin
452,balder armor,part_of_set,806,balder,Defensive armor used by knights from Balder.,attribute
453,balder gauntlets,part_of_set,806,balder,Worn by knights of Balder as a symbol of their resistance.,attribute
454,balder leggings,part_of_set,806,balder,Leg armor that endured battles during Balder’s fall.,attribute
455,hollow warrior helm,used_by,903,hollow warriors,Worn iron helm still functional despite damage.,affiliation
456,hollow warrior armor,used_by,903,hollow warriors,Worn armor of undead soldiers who lost their humanity.,affiliation
457,hollow warrior waistcloth,has_trait,1091,minimal protection,Low quality waistcloth used by Hollow warriors.,attribute
458,giant helm,used_by,859,giant sentinels,Helm worn by massive Giant guards of Anor Londo.,affiliation
459,giant armor,has_trait,1165,extreme defense,Brass chestplate that hinders stamina but grants great protection.,attribute
460,giant gauntlets,has_trait,1280,weight and protection,Gauntlets that offer large coverage but are heavy to wield.,attribute
461,giant leggings,part_of_set,1344,giant,Lower portion of the Giant Sentinel armor.,attribute
462,crown of the dark sun,belongs_to,69,dark sun gwyndolin,Crown symbolizing Gwyndolin's devotion and magical power.,ownership
463,moonlight robe,belongs_to,69,dark sun gwyndolin,Elegant robe tied to Gwyndolin's moonlit identity.,ownership
464,moonlight gloves,part_of_set,964,gwyndolin,Silken gloves worn as part of Gwyndolin’s ceremonial wear.,attribute
465,moonlight waistcloth,part_of_set,964,gwyndolin,"Matching ceremonial waistcloth, not intended for battle.",attribute
466,crown of the great lord,belongs_to,71,gwyn,"Worn by Lord Gwyn, symbol of divine kingship.",ownership
467,robe of the great lord,belongs_to,71,gwyn,"Once worn by the Lord of Sunlight, now faded by time.",ownership
468,bracelet of the great lord,part_of_set,71,gwyn,Ceremonial bracelets from Gwyn’s post-Flame regalia.,attribute
469,anklet of the great lord,part_of_set,71,gwyn,Anklets that completed Gwyn’s sacred attire.,attribute
470,sack,used_by,1199,undead cook,Bloodstained sack worn by the man-eating Undead cook.,affiliation
471,symbol of avarice,has_trait,981,soul absorption boost,Raises soul absorption and item discovery.,attribute
471,symbol of avarice,has_trait,1133,item discovery boost,Raises soul absorption and item discovery.,attribute
471,symbol of avarice,inflicts,1190,curse,Curses the wearer.,attribute
472,royal helm,belongs_to,790,vamos,Helm of blacksmith Vamos. Partially gold.,ownership
473,mask of the father,created_by,906,pinwheel,One of Pinwheel’s masks. Raises equipment load.,creation
473,mask of the father,has_trait,1426,increased equipment load,Raises equipment load.,attribute
474,mask of the mother,created_by,906,pinwheel,One of Pinwheel’s masks. Raises HP.,creation
474,mask of the mother,has_trait,1333,increased hp,Raises HP.,attribute
475,mask of the child,created_by,906,pinwheel,One of Pinwheel’s masks. Raises stamina recovery.,creation
475,mask of the child,has_trait,1387,increased stamina recovery,Raises stamina recovery.,attribute
476,fang boar helm,originates_from,985,armored boar,"Head of the armored boar, taken as trophy.",origin
477,gargoyle helm,originates_from,70,bell gargoyle,Bronze helm from gargoyle.,origin
478,black sorcerer hat,used_by,1104,vinheim sorcerers,Worn by secret Vinheim sorcerers.,affiliation
478,black sorcerer hat,associated_with,1076,sound-based spells,Associated with sound-based spells.,narrative_reference
479,black sorcerer cloak,used_by,1104,vinheim sorcerers,Worn by secret Vinheim sorcerers.,affiliation
480,black sorcerer gauntlets,used_by,1104,vinheim sorcerers,Worn by secret Vinheim sorcerers.,affiliation
481,black sorcerer boots,used_by,1104,vinheim sorcerers,Worn by secret Vinheim sorcerers.,affiliation
478,black sorcerer hat,part_of_set,1108,black sorcerer,Hat from the Black Sorcerer set.,attribute
479,black sorcerer cloak,part_of_set,1108,black sorcerer,Cloak from the Black Sorcerer set.,attribute
480,black sorcerer gauntlets,part_of_set,1108,black sorcerer,Gauntlets from the Black Sorcerer set.,attribute
481,black sorcerer boots,part_of_set,1108,black sorcerer,Boots from the Black Sorcerer set.,attribute
482,helm of artorias,part_of_set,483,armor of artorias,"Helm worn by Artorias the Abysswalker, corroded by the Abyss. Belongs to his armor set.",equipment_set
483,armor of artorias,part_of_set,483,armor of artorias,"Central chestpiece of Artorias's set, bearing signs of the Abyss.",equipment_set
484,gauntlets of artorias,part_of_set,483,armor of artorias,"Gauntlets from Artorias's set, also damaged by Abyssal influence.",equipment_set
485,leggings of artorias,part_of_set,483,armor of artorias,Leggings completing the Abyss-damaged set of Artorias.,equipment_set
486,porcelain mask,associated_with,759,ciaran,"This mask belonged to Ciaran, one of Gwyn’s Four Knights.",character_item
487,lord's blade robe,part_of_set,1443,lord's blade set,"Robe of Ciaran, known as the Lord's Blade, part of her stealth-focused attire.",equipment_set
488,lord's blade gloves,part_of_set,1443,lord's blade set,"Gloves worn by Ciaran, designed to maximize stealth and precision.",equipment_set
489,lord's blade waistcloth,part_of_set,1443,lord's blade set,Decorative and agile waistcloth from Ciaran’s set.,equipment_set
490,gough's helm,part_of_set,1355,gough's set,"Helm worn by Hawkeye Gough, with resin-filled eye holes symbolizing his blindness.",equipment_set
491,gough's armor,part_of_set,1355,gough's set,"Main body armor of Gough, a Dragonslayer honored by Gwyn.",equipment_set
492,gough's gauntlets,part_of_set,1355,gough's set,"Heavy gauntlets resembling those worn by Silver Knights, part of Gough’s ensemble.",equipment_set
493,gough's leggings,part_of_set,1355,gough's set,"Greaves belonging to Hawkeye Gough, final piece of his full armor.",equipment_set
494,guardian helm,associated_with,1054,stone guardians,Massive helm worn by the magically animated Stone Guardians in Oolacile Sanctuary.,enemy_equipment
497,guardian leggings,boosts,1243,magic defense,Stone knight leggings. Animated by magic.,effect
498,snickering top hat,worn_by,758,marvellous chester,Hat of Marvellous Chester. Exudes sarcasm.,equipment
499,chester's long coat,worn_by,758,marvellous chester,Aristocratic coat for stealth. Worn by Chester.,equipment
500,chester's gloves,worn_by,758,marvellous chester,Plain but high-quality gloves of Chester.,equipment
504,havel's ring,tribute_to,852,havel the rock,Increases max equip load. Tribute to Havel the Rock.,dedication
504,havel's ring,boosts,1010,equip load,Increases max equip load. Tribute to Havel the Rock.,effect
505,red tearstone ring,boosts,1230,hp,Boosts attack when HP is low.,effect
505,red tearstone ring,boosts,1435,attack,Boosts attack when HP is low.,effect
506,darkmoon blade covenant ring,associated_with,964,gwyndolin,Allows summoning by Gwyndolin.,covenant
507,cat covenant ring,associated_with,792,alvina,Allows summoning by Alvina.,covenant
508,cloranthy ring,boosts,1237,stamina regeneration,Boosts stamina regen.,effect
509,flame stoneplate ring,boosts,1275,fire defense,Increases fire resistance.,effect
510,thunder stoneplate ring,boosts,1360,lightning defense,"Stoneplate ring symbolizing thunder, boosts lightning defense.",effect
511,spell stoneplate ring,boosts,1243,magic defense,"Stoneplate ring symbolizing souls, boosts magic defense.",effect
512,speckled stoneplate ring,boosts,1243,magic defense,"Rare stoneplate grants small boost to magic, fire, and lightning defense.",effect
512,speckled stoneplate ring,boosts,1275,fire defense,"Rare stoneplate grants small boost to magic, fire, and lightning defense.",effect
512,speckled stoneplate ring,boosts,1360,lightning defense,"Rare stoneplate grants small boost to magic, fire, and lightning defense.",effect
513,bloodbite ring,originates_from,796,carim,"Bite ring from Carim, helps prevent bleeding.",origin
513,bloodbite ring,protects_against,814,bleeding,"Bite ring from Carim, helps prevent bleeding.",effect
514,poisonbite ring,originates_from,796,carim,"Bite ring from Carim, helps prevent poison.",origin
514,poisonbite ring,protects_against,1322,poison,"Bite ring from Carim, helps prevent poison.",effect
515,tiny being's ring,boosts,1230,hp,"Ring with ancient red jewel, slightly increases HP.",effect
516,cursebite ring,originates_from,796,carim,"Bite ring from Carim, helps prevent curses.",origin
516,cursebite ring,protects_against,1190,curse,"Bite ring from Carim, helps prevent curses.",effect
517,white seance ring,granted_by,849,way of white,"Divine ring of Way of White, grants extra attunement slots.",faction
517,white seance ring,grants,1254,attunement slots,"Divine ring of Way of White, grants extra attunement slots.",effect
518,bellowing dragoncrest ring,granted_by,871,vinheim dragon school,"Ring from Vinheim Dragon School, boosts sorcery strength.",origin
518,bellowing dragoncrest ring,boosts,1347,sorcery strength,"Ring from Vinheim Dragon School, boosts sorcery strength.",effect
519,dusk crown ring,associated_with,40,dusk,"Ring of Princess Dusk, grants more magic but halves HP.",origin
519,dusk crown ring,boosts,1230,hp,"Ring of Princess Dusk, grants more magic but halves HP.",effect
519,dusk crown ring,boosts,1243,magic defense,"Ring of Princess Dusk, grants more magic but halves HP.",effect
520,hornet ring,boosts,1224,critical attacks,Ring of Lord's Blade Ciaran,mechanical_effect
520,hornet ring,associated_with,759,lord's blade ciaran,,lore_association
521,hawk ring,boosts,1156,bow range,Ring of Hawkeye Gough,mechanical_effect
521,hawk ring,associated_with,768,hawkeye gough,,lore_association
522,ring of steel protection,boosts,1031,physical defense,Ring of Knight King Rendal,mechanical_effect
522,ring of steel protection,associated_with,803,knight king rendal,,lore_association
523,covetous gold serpent ring,boosts,1256,item discovery,Gold ring with serpent,mechanical_effect
524,covetous silver serpent ring,boosts,1239,souls per kill,Silver ring with serpent,mechanical_effect
525,slumbering dragoncrest ring,suppresses,1440,wearer sound,Vinheim ring,mechanical_effect
526,ring of fog,grants,1337,camouflage,Ring from Alvina,mechanical_effect
526,ring of fog,associated_with,792,alvina,,lore_association
527,rusted iron ring,improves,1197,footing on poor terrain,,mechanical_effect
528,ring of sacrifice,prevents,1405,death penalties,Velka's ring,mechanical_effect
528,ring of sacrifice,associated_with,844,velka,,lore_association
529,rare ring of sacrifice,prevents,1155,curse and death loss,Rare Velka ring,mechanical_effect
529,rare ring of sacrifice,associated_with,844,velka,,lore_association
530,dark wood grain ring,alters,1027,rolling behavior,Eastern ring,mechanical_effect
531,ring of the sun princess,boosts,1406,miracle synergy,Covenant ring with Gwynevere,mechanical_effect
531,ring of the sun princess,associated_with,770,gwynevere,,lore_association
532,old witch's ring,enables,1376,communication with quelaag's sister,Old ring with indecipherable script,lore_function
533,covenant of artorias,enables,1356,abyss traversal,,mechanical_effect
534,orange charred ring,reduces,1374,lava damage,linked to centipede demon,mechanical_effect
535,lingering dragoncrest ring,boosts,1215,sorcery duration,,mechanical_effect
536,ring of the evil eye,absorbs,1361,hp from defeated enemies,,mechanical_effect
537,ring of favor and protection,boosts,1230,hp,,mechanical_effect
537,ring of favor and protection,boosts,1270,stamina,,mechanical_effect
537,ring of favor and protection,boosts,1010,equip load,,mechanical_effect
537,ring of favor and protection,breaks_if,997,removed,,mechanical_condition
538,leo ring,boosts,1301,thrust counterattacks,Ring of Ornstein,mechanical_effect
538,leo ring,associated_with,66,ornstein,,lore_association
539,east wood grain ring,reduces,1367,weapon durability loss,Good for Eastern swords,mechanical_effect
540,wolf ring,boosts,1061,poise,Ring of Artorias,mechanical_effect
540,wolf ring,associated_with,58,artorias,,lore_association
541,blue tearstone ring,boosts,1341,defense when hp is low,,mechanical_effect
542,ring of the sun's firstborn,boosts,1097,miracle strength,Belonged to Gwyn's firstborn,mechanical_effect
542,ring of the sun's firstborn,associated_with,916,gwyn's firstborn,,lore_association
543,darkmoon seance ring,grants,1306,extra magic slots,Ring of Gwyndolin,mechanical_effect
543,darkmoon seance ring,associated_with,964,gwyndolin,,lore_association
544,calamity ring,doubles,1196,damage taken,Linked to Kalameet,mechanical_effect
544,calamity ring,associated_with,60,kalameet,,lore_association
545,soul arrow,is_spell_type,1212,sorcery,Basic soul sorcery.,categorical
545,soul arrow,has_effect,1049,ranged magic attack,Fires a soul arrow effective against tough enemies.,effect
546,great soul arrow,is_variant_of,545,soul arrow,"Stronger version of Soul Arrow, signifies sorcerous growth.",variant
546,great soul arrow,is_spell_type,1212,sorcery,Advanced soul arrow.,categorical
547,heavy soul arrow,is_variant_of,545,soul arrow,Powerful but slower variant of Soul Arrow.,variant
548,great heavy soul arrow,is_variant_of,547,heavy soul arrow,"Stronger version of Heavy Soul Arrow, favored by certain users.",variant
549,homing soulmass,created_by,774,big hat logan,Logan's sorcery; fires homing magical projectiles.,origin
549,homing soulmass,has_effect,1090,homing magic attack,Fires magical homing soul masses.,effect
550,homing crystal soulmass,is_variant_of,549,homing soulmass,Crystal-enhanced version developed through Logan's Regal Archives research.,variant
550,homing crystal soulmass,location_associated,34,duke's archives,Developed in the Regal Archives (Duke’s Archives).,location
551,soul spear,created_by,774,big hat logan,Legendary piercing soul sorcery by Logan.,origin
551,soul spear,has_effect,1186,piercing magic attack,Fires a piercing soul spear rivaling Gwyn’s lightning.,effect
552,crystal soul spear,is_variant_of,551,soul spear,Enhanced with crystal magic from the Regal Archives.,variant
553,magic weapon,has_effect,1297,weapon enchantment,Enchants right-hand weapon with basic magic.,effect
554,great magic weapon,is_variant_of,553,magic weapon,Stronger enchantment variant used by Vinheim magic swordsmen.,variant
554,great magic weapon,location_associated,871,vinheim,Associated with the Vinheim school of sorcery.,location
555,crystal magic weapon,is_variant_of,553,magic weapon,"Uses crystal soul energy for enchantment, tied to Logan's research.",variant
556,magic shield,has_effect,1283,shield enchantment,Grants left-hand shield magic resistance and stability.,effect
557,strong magic shield,is_variant_of,556,magic shield,Enhanced version for greatshields used in Vinheim.,variant
558,hidden weapon,location_associated,869,oolacile,Turns right-hand weapon invisible; from Oolacile.,location
559,hidden body,location_associated,869,oolacile,Renders the caster nearly invisible with light-control sorcery.,location
560,cast light,location_associated,869,oolacile,Ancient light-producing sorcery from Oolacile.,location
561,hush,location_associated,871,vinheim,Silences caster's sound; made by stealth sorcerer of Vinheim.,location
562,aural decoy,has_effect,1113,enemy distraction,Creates distant sound to mislead enemies.,effect
563,repair,location_associated,869,oolacile,Restores durability of weapons and armor; Oolacile sorcery.,location
564,fall control,location_associated,871,vinheim,Reduces fall damage and noise; stealth spell from Vinheim.,location
565,chameleon,has_effect,1436,stealth transformation,Disguises the caster as an environmental object.,effect
566,resist curse,location_associated,4,new londo,Lifts curses using humanity; linked to Ingward.,location
567,remedy,location_associated,4,new londo,Cleanses poison and bleed buildup; tied to Yulva.,location
567,remedy,linked_to,917,yulva,Linked to Yulva of New Londo.,association
568,white dragon breath,created_by,774,big hat logan,Emulation of Seath's breath from Regal Archive studies.,origin
568,white dragon breath,associated_with,68,seath the scaleless,Imitates Seath’s crystal breath attack.,association
569,dark orb,location_associated,869,oolacile,Abyss sorcery discovered by a maddened Oolacile sorcerer.,location
569,dark orb,is_spell_type,1384,abyss sorcery,Deals physical damage unlike typical soul sorceries.,categorical
570,dark bead,has_trait,1291,multiple dark orbs,Fires several dark projectiles simultaneously; Abyss sorcery.,attribute
570,dark bead,originates_from,5,abyss,Dark magic born of the Abyss.,origin
571,dark fog,has_trait,582,poison mist,Creates poisonous fog reflecting human cruelty.,attribute
571,dark fog,originates_from,5,abyss,Sorcery of Abyss origin tied to human nature.,origin
572,pursuers,created_by,59,manus,Dark sorcery fired as emotion-driven spirits.,origin
572,pursuers,originates_from,5,abyss,Abyssal magic fueled by powerful emotions.,origin
573,fireball,part_of_school,1068,great swamp pyromancy,Basic fire spell from the Great Swamp.,magic_school
574,fire orb,stronger_version_of,573,fireball,Improved Fireball with splash damage.,evolution
575,great fireball,created_by,918,salaman,Powerful pyromancy attributed to Salaman.,origin
576,firestorm,created_by,782,quelana,Primal pyromancy summoning fire pillars.,origin
577,fire tempest,stronger_version_of,576,firestorm,Advanced form mimicking Chaos Flame.,evolution
578,fire surge,has_trait,1240,continuous flame jet,Produces sustained stream of fire.,attribute
579,fire whip,has_trait,1110,sweeping flame,Sweeping whip of fire; primal pyromancy.,attribute
580,combustion,has_trait,1208,close-range flame,Short-range blast of fire.,attribute
581,great combustion,stronger_version_of,580,combustion,Amplified version with stronger fire.,evolution
582,poison mist,created_by,763,eingyi,Toxic cloud from heretical pyromancer.,origin
583,toxic mist,advanced_version_of,582,poison mist,Stronger toxic mist by Eingyi.,evolution
584,acid surge,has_trait,1315,equipment corrosion,Releases acid damaging armor and weapons.,combat_effect
585,iron flesh,grants_effect,1111,body hardening,Boosts defense but slows movement.,attribute
586,flash sweat,grants_effect,1214,fire resistance,Protects against fire via heavy perspiration.,combat_effect
587,undead rapport,used_against,1160,weak undead,Controls lesser Undead temporarily.,combat_effect
588,power within,forbidden_by,919,carmina,Forbidden pyromancy traded for strength.,narrative_reference
589,great chaos fireball,originates_from,920,flame of chaos,"Fireball creating lava, born of Chaos Flame.",origin
590,chaos storm,created_by,828,witch of izalith,Chaos magic summoning pillars of flame.,origin
591,chaos fire whip,used_by,988,eldest daughter of chaos,Chaos whip of fire linked to Izalith.,ownership
592,black flame,discovered_in,869,oolacile,Pyromancy altered by the Abyss.,origin
592,black flame,has_trait,1271,physical damage,Deals physical damage instead of fire.,attribute
593,heal,part_of_school,1366,miracle,Basic miracle restoring HP.,magic_school
594,great heal,stronger_version_of,593,heal,Miracle restoring large amounts of HP.,evolution
595,great heal excerpt,variation_of,594,great heal,Abbreviated version of Great Heal. Fewer casts.,spell_variation
596,soothing sunlight,used_by,1330,gwynevere's maidens,Miracle performed by Gwynevere’s maidens. Provides area healing.,ownership
596,soothing sunlight,part_of_school,1173,miracles,AoE healing miracle aligned with divine magic.,category
597,replenishment,used_by,1284,cleric knights,Gradual regeneration miracle commonly used by cleric knights.,ownership
598,bountiful sunlight,used_by,770,gwynevere,AoE healing-over-time miracle associated with Gwynevere.,ownership
599,gravelord sword dance,created_by,63,gravelord nito,Necromantic miracle tied to the Eye of Death.,origin
599,gravelord sword dance,requires,622,eye of death,Miracle requires offering of the Eye of Death.,requirement
600,gravelord greatsword dance,stronger_version_of,599,gravelord sword dance,Greater variant of Nito's miracle.,spell_variation
600,gravelord greatsword dance,requires,622,eye of death,Also requires Eye of Death to perform.,requirement
601,homeward,used_by,804,undead,Miracle replaces the idea of homeland by returning to bonfires.,lore_reference
602,force,part_of_school,1173,miracles,Basic miracle for defensive knockback.,category
603,wrath of the gods,stronger_version_of,602,force,Advanced shockwave miracle. Causes damage.,spell_variation
604,emit force,variation_of,602,force,Outland version that fires a shockwave orb.,spell_variation
605,seek guidance,used_by,804,undead,Reveals more messages; assists communication among Undead.,lore_reference
606,lightning spear,used_by,1389,warriors of sunlight,Core miracle of the Sunlight Covenant.,ownership
606,lightning spear,effective_against,818,dragons,Lightning miracles are known to slay dragons.,combat_effect
607,great lightning spear,inherited_from,916,gwyn's firstborn,Passed down miracle. Stronger lightning attack.,origin
